# NoCoverage mutants: 122
# generated from analysis/target/stryker4s-report/1782680877459/report.json
#
# by file:
#     83 src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala
#     39 src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala
#
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:290:20  [MethodExpression] -> occ.iterator.filterNot(o => o.role == s.SymbolOccurrence.Role.REFERENCE && o.range.exists(inSelection))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:291:29  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:291:66  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:291:69  [MethodExpression] -> o.range.forall(inSelection)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:292:46  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:300:23  [MethodExpression] -> occ.iterator.filterNot(o => o.role == s.SymbolOccurrence.Role.REFERENCE && o.range.exists(afterSelection))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:301:29  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:301:66  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:301:69  [MethodExpression] -> o.range.forall(afterSelection)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:304:21  [MethodExpression] -> occ.iterator.filter(o => o.role == s.SymbolOccurrence.Role.DEFINITION && o.range.exists(inSelection)).filterNot(o => index.isLocal(o.symbol) && readAfter.contains(o.symbol))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:304:21  [MethodExpression] -> occ.iterator.filterNot(o => o.role == s.SymbolOccurrence.Role.DEFINITION && o.range.exists(inSelection))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:305:29  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:305:67  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:305:70  [MethodExpression] -> o.range.forall(inSelection)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:306:46  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:314:23  [MethodExpression] -> occ.filter(o => o.role == s.SymbolOccurrence.Role.DEFINITION && index.isMethod(o.symbol)).filterNot(o => o.range.exists(r => range.start.atOrAfter(r.startLine, r.startCharacter)))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:314:23  [MethodExpression] -> occ.filterNot(o => o.role == s.SymbolOccurrence.Role.DEFINITION && index.isMethod(o.symbol))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:315:29  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:315:67  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:316:22  [MethodExpression] -> o.range.forall(r => range.start.atOrAfter(r.startLine, r.startCharacter))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:321:26  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:323:51  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:323:56  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:323:62  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:324:39  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:324:72  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:325:23  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:326:46  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:328:26  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:329:26  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:330:26  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:330:61  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filter(si => !findSymbolExcludedKinds.contains(si.kind)).filter(si => si.displayName.nonEmpty && si.displayName != "<init>").filter { si => val n = si.displayName.toLowerCase if (exact) n == q else n.contains(q) }.filter(si => wantedKind.forall(k => si.kind.toString.toUpperCase == k)).filter(si => keepPath(si.symbol)).toList.sortBy { si => val n = si.displayName.toLowerCase val rank = if (n == q) 0 else if (n.startsWith(q)) 1 else 2 (rank, si.displayName.length, si.symbol) }.drop(limit.value)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filter(si => !findSymbolExcludedKinds.contains(si.kind)).filter(si => si.displayName.nonEmpty && si.displayName != "<init>").filter { si => val n = si.displayName.toLowerCase if (exact) n == q else n.contains(q) }.filter(si => wantedKind.forall(k => si.kind.toString.toUpperCase == k)).filterNot(si => keepPath(si.symbol))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filter(si => !findSymbolExcludedKinds.contains(si.kind)).filter(si => si.displayName.nonEmpty && si.displayName != "<init>").filter { si => val n = si.displayName.toLowerCase if (exact) n == q else n.contains(q) }.filterNot(si => wantedKind.forall(k => si.kind.toString.toUpperCase == k))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filter(si => !findSymbolExcludedKinds.contains(si.kind)).filter(si => si.displayName.nonEmpty && si.displayName != "<init>").filterNot { si => val n = si.displayName.toLowerCase if (exact) n == q else n.contains(q) }
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filter(si => !findSymbolExcludedKinds.contains(si.kind)).filterNot(si => si.displayName.nonEmpty && si.displayName != "<init>")
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filter(si => index.isGlobal(si.symbol)).filterNot(si => !findSymbolExcludedKinds.contains(si.kind))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:366:5  [MethodExpression] -> index.symbols.values.iterator.filterNot(si => index.isGlobal(si.symbol))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:369:21  [MethodExpression] -> si.displayName.isEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:369:45  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:369:63  [EqualityOperator] -> ==
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:369:66  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:372:12  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:372:12  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:372:25  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:374:21  [MethodExpression] -> wantedKind.exists(k => si.kind.toString.toUpperCase == k)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:374:73  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:379:23  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:379:23  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:379:25  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:379:45  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:379:45  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:518:5  [MethodExpression] -> index.document(docUri).toSeq.flatMap(_.occurrences).filterNot(occ => occ.range.exists(h.rangeContains(_, position.lineValue, position.characterValue)))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:523:9  [MethodExpression] -> occ.range.forall(h.rangeContains(_, position.lineValue, position.characterValue))
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:570:14  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/Analyzer.scala:570:14  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:45:34  [MethodExpression] -> t.typeArguments.isEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:50:13  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:51:54  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:51:59  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:51:65  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:60:25  [MethodExpression] -> args.isEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:64:17  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:65:31  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:65:42  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:65:48  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:72:63  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:72:86  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:95:8  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:95:8  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:95:17  [EqualityOperator] -> ==
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:97:7  [MethodExpression] -> index.info(occ.symbol).filterNot(si => annotatedDefKinds.contains(si.kind) && si.displayName != "<init>")
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:99:59  [LogicalOperator] -> ||
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:99:77  [EqualityOperator] -> ==
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:99:80  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:107:62  [StringLiteral] -> "Stryker was here!"
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:108:14  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:108:14  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:108:14  [MethodExpression] -> rendered.nonEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:108:31  [LogicalOperator] -> &&
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:110:66  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:110:83  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:143:7  [MethodExpression] -> doc.occurrences.iterator.filter(_.role == s.SymbolOccurrence.Role.DEFINITION).map(_.symbol).filterNot(index.isGlobal)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:143:7  [MethodExpression] -> doc.occurrences.iterator.filterNot(_.role == s.SymbolOccurrence.Role.DEFINITION)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:144:24  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:155:5  [MethodExpression] -> index.info(symbol).map(_.displayName).filterNot(_.nonEmpty)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:155:50  [MethodExpression] -> _.isEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:163:8  [ConditionalExpression] -> false
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:163:8  [ConditionalExpression] -> true
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:163:8  [MethodExpression] -> rendered.nonEmpty
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:163:30  [StringLiteral] -> ""
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:186:16  [MethodExpression] -> definitionUri(sym).forall(keepUri)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:191:35  [EqualityOperator] -> !=
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:275:9  [MethodExpression] -> m.parameterLists.toList.flatMap(scope => scopeInfos(Some(scope))).filterNot(isImplicit)
src/main/scala/com/github/mercurievv/scalasemantic/analysis/AnalyzerHelpers.scala:391:36  [StringLiteral] -> "Stryker was here!"
